full_tweets,location,quote_count,reply_count,retweet_count,favorite_count,language
اللي عارف إن عنده كورونا يجي ويدخل على رئيس الجامعه و العميد وكله و يعطس يوزع فيروسات كده ها علشان أقسم بالله يستاهلوا وساقي الناس السم أولى بشربه والله وهم لم يرحمونا البتة في الترم ده,Mansoura,0,0,0,0,ar
اقترح ان تكون لقاحات كورونا في المراكز الصحية داخل الأحياء,unknown,0,3,3,11,ar
التطعيم باللقاح ضد فايروس كورونا يجعل الجسم أكثر قدرة على مقاومته وتكوين المناعة ضده اللقاحواجب,Lebanon,0,0,0,0,ar
تشبيه لقاح سبوتنيك v الروسي ببندقية كلاشينكوف,Egypt,0,0,0,0,ar
تاخد طائرة خاصة لراحة اللاعيبةوالرحلة بتاخد 9 فا تتحبس 9فالجزائرفتاخد تصريح من مالىفيها 5 زيادة يبقىالطيران العادى كان ارحم وكل ده عشان شركة السياحةاللي بتجيب مصر للطيران كانت بتتعامل مع مرتضي25  إرهاق و كورونا اللجنة المؤكته بتاعتالوزير الفاشل فاشلة,unknown,0,0,0,0,ar
يا ريس احنا حياتنا وحياة اهالينا وجيرانا وصحابنا ف خطر انا واحد جاله كورونا ف الضيف وشفت الموت بعنيه دقت طعمه حرفيا ر,unknown,0,0,19,11,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة الص,unknown,0,0,2,1,ar
إلى السيد هاشم هاشم نرجو منكم إصدار قرار التمديد لإعلان نفط نحن لم نطلب المعجزات بل ابسط حقوقنا كون نحن خريجين شهر ١٢ لكن بسب,دولة الكويت,0,0,7,6,ar
نطالب بأنصاف خريجي الكورس الاول وتمديد الاعلان لكي يحق لهم التسجيل الذي طال انتظاره سنتينعلماً بأنهم وبسبب جائحة كورونا,kuwait,0,0,24,12,ar
كرمال ما يروح جهاد هل شباب لتركوا كل شي بهل حياة كرمال راحتنا خود هل لقاح اللقاحواجب,unknown,0,0,4,4,ar
المواقع المخصصة كمراكز للقاح فيروس كورونا بصحة جازان,💛النصر 💙,0,0,11,1,ar
إصابة فتاة في بعلبك برصاصة طائشة o o,Lebanon,0,0,0,0,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,الوطن في قلبي وروحي فيه ,1,17,15,39,ar
تعقيم كورونا بالرياض والخرجتعقيم ششقتعقيم فللتعقيم منازلتعقيم مكتبتعقيم مدرسةتعقيم مساجدتعقيم مكتبتعقيم خزانات,unknown,0,3,157,1,ar
الحامل تقدر تاخذ لقاح كورونا,الخبر,0,1,3,3,ar
لليوم 14 وزارة الشؤون الإسلامية تقرر اليوم إغلاق 3 مساجد مؤقتاً بمنطقتي الرياض والشرقية بعد ثبوت 6 حالات كورونا بين صفوف,˼شوق وحب ومكابر˹  ,0,0,18,2,ar
لابو الصين لابو التعليم الالكتروني على هاي الدگة فوگ هالضيم هذا كله ضيم الأساتذة عبالك احنه مسوين تعليم الكتروني وجايبين كورونا اكو أساتذة ولا يخافون من الله أبد,unknown,0,0,0,0,ar
"اللقاح ليس لقاحًَّ1 مفاجأة  تقنية m covid19 ليست لقاحًا نعم ، إنه ليس لقاح  فإن تقنية m covid ا",unknown,8,16,83,145,ar
اللي حاشته كورونا وخلص زي حالاتي  لازم يشوف هالفيديو عشان يعرف شنو اللي قاعد يصير فيه من بعد ما طاب و شلون يطلع من هالأعراض,kuwait,0,0,0,0,ar
كيفانالإخبارية أستاذ التاريخ في كلية الآداب  جامعة الكويت د علي الكندري   يختصر المشهد السياسي بـ,الكون,0,0,5,7,ar
اخبار مصر اليوم  القاهرة  لجنة الطوارئ الصحية بالسودان انحسار إصابات ووفيات كورونا,unknown,0,0,0,0,ar
المغرب توسيع الاستفادة من عملية التلقيح الوطنية ضد فيروس كورونا لتشمل المواطنات والمواطنين ما بين 60 و64 سنة والحاملي,Morocco,0,0,2,3,ar
اللقاحات انقذت البشرية من الاوبئة المدمرة واليوم لقاح فيروس كورونا سينقذ العالم من الهلاكاللقاحواجب,unknown,0,0,2,1,ar
المريخ مافي عوار راسولا كورونا و تجارب بيولوجية وهميةولا في رئيس غير شرعيولا شوارع مكسرةولا بص حضرتك ومستشارينوإلخبس أرجع وأقول  ماكو مثل الكويت,"الفيحاء, دولة الكويت",0,0,0,0,ar
سبب تحلطم بعض المواطنينطبيعي جداً نتيجة لما عانيناهمنذ٢٠٠٦وبدت نتائجهواضحة في٢٠١١لغاية يومنا هذاوما نتجَ عن فوضىٰ إ,unknown,2,0,15,19,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,unknown,0,0,0,0,ar
للأسف من بداية أزمة الوباء المزعوم حذر الأحرار في البرلمان الايطالي من كذبة كورونا ومن مدى التضليل الإعلامي والتضخيم من فايروس و,unknown,0,0,1,0,ar
إلى السيد هاشم هاشم نرجو منكم إصدار قرار التمديد لإعلان نفط نحن لم نطلب المعجزات بل ابسط حقوقنا كون نحن خريجين شهر ١٢ لكن بسبب جائحه كورونا تاخرنا نطالبتمديداعلانالنفط5,دولة الكويت,0,0,0,0,ar
تدفق الاستثمار الأجنبي المباشرة الى السلطنة  وارتفاعه بشكل ملحوظ يدعونا للتفاؤل أكثر يوماً بعد يومعلى الرغم من المعوقات ا,unknown,0,0,51,6,ar
عمار يا بلادي عمار,المملكة العربية السعودية,0,0,0,0,ar
اللقاح هو الضمان الوحيد لحماية أسرتي من الموت بوباء كورونااللقاحواجب,unknown,0,0,2,1,ar
يع اشتقت للاعراس ودي احضر عرس تفو على كورونا وعلى شعور الاشتياق,الامارات,0,0,0,0,ar
الاتحادالفيصليكفاية استهتاروالدينا واولادنا قد نفقدهمكورونا ذكر بالقرآن انشر المقطع  شاهد تفسير الآيةتفسرت على الواقعانشر الرابط للتغريدة واتس آبواجب على كل مسلم لما فيه خيرللإسلام والمسلمينلتصل للعالم ويعرفون هذه الآية وتفسيرها,"الرياض, المملكة العربية السعد",0,0,0,0,ar
"الامارات  طيرانالإمارات تشغل أول رحلة تخدمها طواقم تلقى جميع أفرادها اللقاحات المضادة لفيروس كورونا، حيث أقلعت الرحلة من مطاردبيالدولي في الساعة 830 صباح اليوم متجهة إلى لوسانجلوسالنافذةاللوجستية",unknown,0,0,0,0,ar
اللقاح هو الضمان الوحيد لحماية أسرتي من الموت بوباء كورونااللقاحواجب,unknown,0,0,0,0,ar
اللقاح سبيلنا للانتصار على وباء كورونااللقاحواجب,unknown,0,0,4,3,ar
نطالبتمديداعلانالنفط5الاخوه المسئولين في وزارة النفطوالسيد هاشم الهاشم الرئيس التنفيذي لمؤسسة البتروليجب تمديد الإعل,الكويت للجميع ,0,0,6,7,ar
التطعيم باللقاح ضد فايروس كورونا يجعل الجسم أكثر قدرة على مقاومته وتكوين المناعة ضده اللقاحواجب,unknown,0,0,0,0,ar
المرحلة الثانية المواقع المخصصة كمراكز للقاح فيروس كورونا  كوفيد19  بـ صحةجازان وعددها 19 منشأة و 95 عيادة,المملكة العربية السعودية,0,1,4,10,ar
معا نهزم كورونااللقاح سبيلنا للخلاص وطريق للإنتصار  على الوباءاللقاحواجب,Beirut,0,0,1,0,ar
إمارةالجوف فيديو  الصحة لقاحات كورونا المتوفرة في المملكة معتمدة وذات مأمونية عالية نتعاون,unknown,0,0,6,2,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,المملكة العربية السعودية,2,17,17,44,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,المملكة العربية السعودية,2,17,18,44,ar
رئيس الوزراء الأردن في مرحلة حرجة بمواجهة جائحة كوروناعاجل هناالمملكة,الاردن,12,19,4,84,ar
تطبيقصحتي حماية للجميع سجل الان لأخذ لقاح كورونا السعودية نجرانالآن كورونا فيروسكورونا الصحة عاجل لقاحكورونا,المملكة العربية السعودية ,0,0,87,4,ar
"هذا ينطبق علي حكومات عدة دول عربية مصر علي رأس هذه الدول، والأطباء المصريين الذين انتقدوا اهمال الحكومة علي رأس قائمة الض",unknown,1,2,8,41,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكةحامدالدريبيسنابتيماء,المملكه العربيه السعوديه,0,0,0,0,ar
بعد أزمة كورونا وبعدأن فر المرء من أمه وابيه وفشلت كل حكومات العالم في مواجهته المملكة العربية اثبتت للعالم,unknown,0,0,2,1,ar
على وزارة الداخلية سرعة العمل على انشاء هيكل تنظيمي لوظيفة مفتش امن مطار والبالغ عددهم اكثر من ٦٠٠ موظفمفتشين امن ال,"العاصمه, دولة الكويت",2,18,92,44,ar
احس كورونا هو اللي يقول لي قو مو انا,الاغلب فالبيت ,0,0,0,0,ar
الدولة الوحيدة في العالم التي يتسابق وافدين مصاروة وغيرهم لدخولها في أزمة كورونا هي بلادنا تطعيم بلاشوعلاج من كورونا,unknown,0,22,43,96,ar
وصول دفعة من لقاح سبوتنيك v إلى غزة,"الرياض, المملكة العربية السعودية",0,0,0,0,ar
يجب أن يكون لقاح كوفيد19 شاملاً للجميعلنكن واضحين إن حماية البلدان الثرية وحدها لن يتيح عودة الحياة إلى طبيعتها و,unknown,0,6,124,36,ar
